temp,rain_1h,snow_1h,clouds_all,hour,day,month,traffic_level
287.01,3.9,0.0,92,6,5,6,Low
287.01,3.9,0.0,92,6,5,6,Low
287.01,3.9,0.0,92,6,5,6,Low
286.34,6.45,0.0,75,7,5,6,Medium
286.34,6.45,0.0,75,7,5,6,Medium
285.68,5.02,0.0,90,8,5,6,Medium
285.68,5.02,0.0,90,8,5,6,Medium
285.68,5.02,0.0,90,8,5,6,Medium
285.65,4.09,0.0,90,9,5,6,Medium
285.65,4.09,0.0,90,9,5,6,Medium
285.65,4.09,0.0,90,9,5,6,Medium
285.67,1.76,0.0,92,10,5,6,High
285.67,1.76,0.0,92,10,5,6,High
285.93,1.66,0.0,90,11,5,6,High
285.93,1.66,0.0,90,11,5,6,High
285.93,1.66,0.0,90,11,5,6,High
286.23,1.21,0.0,90,12,5,6,High
286.23,1.21,0.0,90,12,5,6,High
286.23,1.21,0.0,90,12,5,6,High
286.37,0.79,0.0,90,13,5,6,High
286.37,0.79,0.0,90,13,5,6,High
286.57,0.47,0.0,90,14,5,6,High
287.22,0.34,0.0,90,15,5,6,High
287.55,0.68,0.0,90,16,5,6,High
287.53,0.25,0.0,44,17,5,6,High
288.25,0.25,0.0,40,18,5,6,High
288.77,0.51,0.0,40,19,5,6,Medium
288.79,0.51,0.0,68,20,5,6,Medium
287.18,0.25,0.0,1,21,5,6,Medium
286.13,0.0,0.0,36,22,5,6,Medium
285.1,0.51,0.0,1,23,5,6,Medium
285.1,0.51,0.0,1,23,5,6,Medium
284.51,0.51,0.0,0,0,6,6,Low
284.51,0.51,0.0,0,0,6,6,Low
283.76,0.0,0.0,40,1,6,6,Low
282.98,0.51,0.0,90,2,6,6,Low
282.98,0.51,0.0,90,2,6,6,Low
282.63,0.25,0.0,1,3,6,6,Low
282.63,0.25,0.0,1,3,6,6,Low
282.41,0.0,0.0,75,4,6,6,Low
282.07,0.0,0.0,90,5,6,6,Low
282.07,0.0,0.0,90,5,6,6,Low
282.11,0.25,0.0,90,6,6,6,Low
282.11,0.25,0.0,90,6,6,6,Low
283.69,0.25,0.0,1,7,6,6,Low
283.69,0.25,0.0,1,7,6,6,Low
285.77,0.25,0.0,1,8,6,6,Medium
285.77,0.25,0.0,1,8,6,6,Medium
288.46,0.0,0.0,1,9,6,6,Medium
291.46,0.0,0.0,0,10,6,6,High
292.99,0.25,0.0,0,11,6,6,High
293.66,0.0,0.0,0,12,6,6,High
294.5,0.0,0.0,1,13,6,6,High
295.15,0.0,0.0,1,14,6,6,High
295.25,0.0,0.0,1,15,6,6,High
295.06,0.0,0.0,0,16,6,6,High
294.6,0.25,0.0,0,17,6,6,High
293.82,0.25,0.0,1,18,6,6,High
293.56,0.0,0.0,1,19,6,6,Medium
292.81,0.38,0.0,1,20,6,6,Medium
291.08,0.51,0.0,1,21,6,6,Medium
289.08,0.0,0.0,1,22,6,6,Medium
288.22,0.0,0.0,80,23,6,6,Low
288.18,0.0,0.0,80,0,0,6,Low
287.79,0.0,0.0,1,1,0,6,Low
287.92,0.0,0.0,92,2,0,6,Low
287.42,0.0,0.0,92,3,0,6,Low
287.56,0.0,0.0,75,4,0,6,Low
287.52,0.0,0.0,92,5,0,6,Medium
287.49,0.0,0.0,92,6,0,6,High
287.92,0.25,0.0,92,8,0,6,High
287.92,0.25,0.0,92,8,0,6,High
288.61,0.38,0.0,92,9,0,6,High
288.61,0.38,0.0,92,9,0,6,High
290.12,0.51,0.0,92,10,0,6,High
291.47,0.0,0.0,92,12,0,6,High
291.81,0.25,0.0,92,13,0,6,High
291.92,0.0,0.0,92,14,0,6,High
293.63,0.0,0.0,90,15,0,6,High
294.65,0.0,0.0,40,16,0,6,High
294.65,0.0,0.0,40,17,0,6,High
294.77,0.0,0.0,40,18,0,6,High
294.6,0.0,0.0,1,19,0,6,Medium
294.24,0.0,0.0,1,20,0,6,Medium
291.85,0.0,0.0,1,21,0,6,Medium
289.7,0.0,0.0,1,22,0,6,Low
288.84,0.0,0.0,0,23,0,6,Low
287.37,0.0,0.0,1,0,1,6,Low
286.51,0.0,0.0,1,1,1,6,Low
285.93,0.0,0.0,1,2,1,6,Low
285.63,0.0,0.0,1,3,1,6,Low
285.6,0.0,0.0,24,4,1,6,Low
297.79,0.0,0.0,1,14,1,6,High
297.9,0.0,0.0,40,15,1,6,High
298.4,0.0,0.0,1,16,1,6,High
298.05,0.0,0.0,1,18,1,6,High
297.77,0.0,0.0,1,19,1,6,Medium
296.26,0.0,0.0,8,20,1,6,Medium
294.99,0.0,0.0,8,21,1,6,Medium
293.47,0.0,0.0,12,22,1,6,Medium
291.08,0.0,0.0,24,0,2,6,Low
289.09,0.0,0.0,20,2,2,6,Low
290.0,0.0,0.0,8,7,2,6,High
297.55,0.0,0.0,32,12,2,6,High
299.84,0.0,0.0,0,15,2,6,High
300.18,0.0,0.0,0,18,2,6,High
299.12,0.0,0.0,0,19,2,6,Medium
298.0,0.0,0.0,12,20,2,6,Medium
296.58,0.0,0.0,12,22,2,6,Medium
291.54,2.16,0.0,76,1,3,6,Low
291.54,2.16,0.0,76,1,3,6,Low
287.31,0.0,0.0,0,6,3,6,High
289.03,0.0,0.0,8,15,3,6,High
290.17,0.0,0.0,0,19,3,6,Medium
288.28,0.0,0.0,0,21,3,6,Medium
283.63,0.0,0.0,0,3,4,6,Low
282.93,0.0,0.0,0,6,4,6,High
291.58,0.0,0.0,0,10,4,6,High
296.57,0.0,0.0,8,18,4,6,High
296.25,0.0,0.0,8,19,4,6,Medium
293.11,0.0,0.0,24,21,4,6,Medium
290.53,0.0,0.0,92,2,5,6,Low
289.84,0.0,0.0,92,4,5,6,Low
289.07,1.19,0.0,68,12,5,6,High
289.54,2.7,0.0,92,14,5,6,High
291.19,0.0,0.0,92,18,5,6,Medium
288.71,7.77,0.0,92,21,5,6,Medium
288.71,7.77,0.0,92,21,5,6,Medium
287.47,4.21,0.0,92,1,6,6,Low
287.47,4.21,0.0,92,1,6,6,Low
287.47,4.21,0.0,92,1,6,6,Low
287.47,4.21,0.0,92,1,6,6,Low
288.23,1.88,0.0,92,5,6,6,Low
288.15,1.72,0.0,92,7,6,6,Low
288.15,1.72,0.0,92,7,6,6,Low
288.15,1.72,0.0,92,7,6,6,Low
287.73,1.1,0.0,90,8,6,6,Low
287.73,1.1,0.0,90,8,6,6,Low
288.59,1.09,0.0,44,10,6,6,Medium
288.59,1.09,0.0,44,10,6,6,Medium
296.82,3.81,0.0,0,17,6,6,High
296.9,0.0,0.0,0,18,6,6,High
295.45,0.0,0.0,0,20,6,6,Medium
290.88,0.0,0.0,0,1,0,6,Low
295.67,0.0,0.0,0,9,0,6,High
293.85,0.0,0.0,44,9,1,6,High
296.27,1.0,0.0,32,23,1,6,Low
293.65,0.6,0.0,0,6,2,6,High
293.56,0.76,0.0,0,8,2,6,High
299.26,0.0,0.0,92,18,2,6,High
298.61,0.0,0.0,92,19,2,6,Medium
297.03,0.0,0.0,88,21,2,6,Medium
296.64,0.0,0.0,80,22,2,6,Medium
295.4,0.0,0.0,48,1,3,6,Low
291.65,4.29,0.0,88,7,3,6,High
291.65,4.29,0.0,88,7,3,6,High
291.65,4.29,0.0,88,7,3,6,High
291.54,3.01,0.0,88,8,3,6,High
294.16,0.81,0.0,92,19,3,6,Medium
294.16,0.81,0.0,92,19,3,6,Medium
292.6,0.0,0.0,44,5,4,6,Medium
292.83,0.0,0.0,0,7,4,6,High
301.8,0.0,0.0,0,16,4,6,High
301.73,0.0,0.0,0,17,4,6,High
301.06,0.0,0.0,0,19,4,6,Medium
297.14,0.0,0.0,0,22,4,6,Medium
291.86,0.0,0.0,12,7,5,6,Medium
293.86,0.0,0.0,0,9,5,6,High
301.53,0.0,0.0,0,17,5,6,High
290.91,0.0,0.0,8,5,6,6,Low
295.79,0.0,0.0,92,20,6,6,Medium
294.67,0.0,0.0,92,21,6,6,Medium
290.95,0.0,0.0,0,6,0,6,High
290.95,0.0,0.0,0,6,0,6,High
292.08,0.0,0.0,0,7,0,6,High
292.08,0.0,0.0,0,7,0,6,High
297.57,0.0,0.0,8,10,0,6,High
299.52,0.0,0.0,0,12,0,6,High
296.59,0.0,0.0,0,9,1,6,High
297.13,2.12,0.0,80,19,1,6,Medium
295.75,0.25,0.0,24,20,1,6,Medium
293.51,4.45,0.0,24,22,1,6,Low
286.49,0.0,0.0,0,8,2,6,High
293.34,0.0,0.0,64,17,2,6,High
290.37,0.0,0.0,0,21,2,6,Medium
289.55,0.0,0.0,1,22,2,6,Medium
287.84,0.0,0.0,0,1,3,6,Low
287.08,0.0,0.0,0,3,3,6,Low
290.62,0.0,0.0,90,8,3,6,High
300.0,0.0,0.0,0,16,3,6,High
298.9,0.0,0.0,0,18,3,6,High
298.26,0.0,0.0,0,19,3,6,Medium
296.23,0.0,0.0,12,21,3,6,Medium
295.28,0.0,0.0,40,22,3,6,Medium
295.7,0.0,0.0,40,8,4,6,High
299.45,0.0,0.0,75,18,4,6,High
298.77,0.0,0.0,40,20,4,6,Medium
296.14,0.0,0.0,8,6,5,6,Low
297.76,0.0,0.0,75,8,5,6,Medium
295.4,8.4,0.0,90,17,5,6,Medium
295.4,8.4,0.0,90,17,5,6,Medium
295.4,8.4,0.0,90,17,5,6,Medium
295.4,8.4,0.0,90,17,5,6,Medium
294.33,0.3,0.0,1,21,5,6,Medium
294.37,0.0,0.0,76,0,6,6,Low
291.57,0.0,0.0,75,4,6,6,Low
301.2,0.0,0.0,0,15,6,6,High
300.63,0.0,0.0,0,20,6,6,Medium
298.9,0.0,0.0,0,21,6,6,Medium
297.98,0.0,0.0,0,19,0,6,Medium
297.36,0.0,0.0,0,20,0,6,Medium
293.81,0.0,0.0,56,9,1,7,High
293.91,0.0,0.0,92,10,1,7,High
294.91,0.0,0.0,76,11,1,7,High
293.93,0.0,0.0,92,14,1,7,High
290.87,0.0,0.0,92,16,1,7,High
290.51,0.0,0.0,48,17,1,7,High
290.07,0.0,0.0,48,19,1,7,Medium
289.42,0.0,0.0,90,20,1,7,Medium
288.61,0.0,0.0,56,21,1,7,Medium
287.82,0.0,0.0,90,22,1,7,Low
287.82,0.0,0.0,90,22,1,7,Low
287.45,0.0,0.0,88,23,1,7,Low
286.92,0.0,0.0,88,0,2,7,Low
286.92,0.0,0.0,88,0,2,7,Low
286.83,0.0,0.0,88,1,2,7,Low
286.71,0.0,0.0,92,2,2,7,Low
286.71,0.0,0.0,92,2,2,7,Low
286.52,0.0,0.0,92,3,2,7,Low
286.52,0.0,0.0,92,3,2,7,Low
286.33,0.0,0.0,92,4,2,7,Low
286.54,0.0,0.0,92,5,2,7,Medium
286.63,0.0,0.0,92,6,2,7,High
286.78,0.0,0.0,92,7,2,7,High
287.27,0.0,0.0,90,8,2,7,High
288.85,0.0,0.0,40,9,2,7,High
290.27,0.0,0.0,1,10,2,7,High
295.76,0.0,0.0,1,15,2,7,High
296.03,0.0,0.0,1,16,2,7,High
296.15,0.0,0.0,1,17,2,7,High
296.15,0.0,0.0,0,18,2,7,High
294.35,0.0,0.0,1,20,2,7,Medium
291.97,0.0,0.0,0,21,2,7,Medium
290.91,0.0,0.0,0,22,2,7,Medium
289.3,0.0,0.0,0,23,2,7,Low
289.95,0.0,0.0,90,8,3,7,High
293.9,0.0,0.0,1,10,3,7,High
296.14,0.0,0.0,75,13,3,7,High
296.77,0.0,0.0,1,14,3,7,High
296.78,0.0,0.0,75,15,3,7,High
297.4,0.0,0.0,75,16,3,7,High
298.1,0.0,0.0,1,17,3,7,High
290.5,0.0,0.0,1,23,3,7,Low
286.59,0.0,0.0,0,4,4,7,Low
286.68,0.0,0.0,1,5,4,7,Low
287.1,0.0,0.0,1,6,4,7,Low
289.21,0.0,0.0,1,7,4,7,Low
291.61,0.0,0.0,40,8,4,7,Low
294.34,0.0,0.0,75,9,4,7,Medium
296.15,0.0,0.0,90,10,4,7,Medium
297.28,0.0,0.0,90,11,4,7,Medium
297.77,0.0,0.0,90,12,4,7,Medium
296.88,0.0,0.0,90,13,4,7,Medium
296.38,0.0,0.0,75,14,4,7,Medium
297.41,0.0,0.0,75,15,4,7,Medium
297.96,0.0,0.0,75,16,4,7,Medium
298.34,0.0,0.0,1,17,4,7,Medium
298.2,0.0,0.0,1,18,4,7,Medium
298.04,0.0,0.0,8,19,4,7,Medium
296.95,0.0,0.0,1,20,4,7,Medium
296.05,0.0,0.0,1,21,4,7,Medium
295.66,0.0,0.0,1,22,4,7,Medium
294.91,0.0,0.0,1,23,4,7,Medium
294.98,0.0,0.0,1,0,5,7,Low
292.74,0.0,0.0,1,4,5,7,Low
292.36,0.0,0.0,1,5,5,7,Low
293.42,0.0,0.0,90,6,5,7,Low
293.69,0.0,0.0,1,7,5,7,Low
295.06,0.0,0.0,1,8,5,7,Medium
296.07,0.0,0.0,1,9,5,7,Medium
296.9,0.0,0.0,1,10,5,7,Medium
298.02,0.0,0.0,1,11,5,7,Medium
299.25,0.0,0.0,90,12,5,7,High
300.45,0.0,0.0,75,13,5,7,Medium
300.27,0.0,0.0,90,14,5,7,Medium
301.06,0.0,0.0,1,15,5,7,Medium
302.05,0.0,0.0,40,16,5,7,Medium
301.91,0.0,0.0,1,17,5,7,Medium
301.97,0.0,0.0,1,18,5,7,Medium
301.42,0.0,0.0,12,19,5,7,Medium
299.86,0.0,0.0,1,20,5,7,Medium
298.41,0.0,0.0,1,21,5,7,Medium
297.47,0.0,0.0,1,22,5,7,Medium
296.85,0.0,0.0,1,23,5,7,Medium
295.86,0.0,0.0,1,0,6,7,Low
294.87,0.0,0.0,1,1,6,7,Low
294.56,0.0,0.0,90,2,6,7,Low
294.82,0.0,0.0,90,3,6,7,Low
294.93,0.0,0.0,90,4,6,7,Low
294.93,0.0,0.0,90,4,6,7,Low
294.83,0.0,0.0,90,5,6,7,Low
294.83,0.0,0.0,90,5,6,7,Low
294.82,0.6,0.0,90,6,6,7,Low
294.82,0.6,0.0,90,6,6,7,Low
294.68,1.2,0.0,90,7,6,7,Low
294.68,1.2,0.0,90,7,6,7,Low
294.8,0.9,0.0,90,7,6,7,Low
294.8,0.9,0.0,90,7,6,7,Low
294.96,0.3,0.0,1,8,6,7,Low
294.96,0.3,0.0,1,8,6,7,Low
295.99,0.3,0.0,1,9,6,7,Medium
295.99,0.3,0.0,1,9,6,7,Medium
297.81,0.0,0.0,40,10,6,7,Medium
299.13,0.0,0.0,90,11,6,7,Medium
300.56,0.0,0.0,40,12,6,7,High
301.93,0.0,0.0,40,13,6,7,Medium
303.07,0.0,0.0,1,14,6,7,High
303.9,0.0,0.0,1,15,6,7,High
304.69,0.0,0.0,75,16,6,7,Medium
303.58,0.0,0.0,8,17,6,7,Medium
303.07,0.0,0.0,8,18,6,7,Medium
302.16,0.0,0.0,8,19,6,7,Medium
301.07,0.0,0.0,0,20,6,7,Medium
299.38,0.0,0.0,1,21,6,7,Medium
297.96,0.0,0.0,1,22,6,7,Medium
296.54,0.0,0.0,1,23,6,7,Low
294.98,0.0,0.0,1,0,0,7,Low
293.74,0.0,0.0,1,1,0,7,Low
293.11,0.0,0.0,1,2,0,7,Low
293.08,0.0,0.0,1,3,0,7,Low
292.07,0.0,0.0,1,4,0,7,Low
291.65,0.0,0.0,1,5,0,7,Medium
291.49,0.0,0.0,1,6,0,7,High
293.45,0.0,0.0,0,7,0,7,High
295.97,0.0,0.0,0,8,0,7,High
298.07,0.0,0.0,0,9,0,7,High
299.4,0.0,0.0,1,10,0,7,High
300.36,0.0,0.0,48,11,0,7,High
301.22,0.0,0.0,48,12,0,7,High
301.84,0.0,0.0,48,13,0,7,High
299.54,0.0,0.0,92,14,0,7,High
299.51,0.0,0.0,92,15,0,7,High
300.24,0.0,0.0,92,16,0,7,High
298.37,0.0,0.0,80,17,0,7,High
294.74,4.8,0.0,90,18,0,7,High
294.74,4.8,0.0,90,18,0,7,High
294.74,4.8,0.0,90,18,0,7,High
293.75,1.2,0.0,92,19,0,7,Medium
294.02,0.0,0.0,92,20,0,7,Medium
293.34,0.0,0.0,75,21,0,7,Medium
292.08,0.0,0.0,1,22,0,7,Low
292.12,0.0,0.0,40,23,0,7,Low
292.12,0.0,0.0,40,23,0,7,Low
291.63,0.0,0.0,40,0,1,7,Low
291.82,0.0,0.0,76,1,1,7,Low
291.43,0.0,0.0,20,2,1,7,Low
291.13,0.0,0.0,20,3,1,7,Low
290.88,0.0,0.0,20,4,1,7,Low
290.63,0.0,0.0,0,5,1,7,Medium
290.58,0.0,0.0,0,7,1,7,High
290.55,0.0,0.0,20,8,1,7,High
292.4,0.0,0.0,1,9,1,7,High
294.03,0.0,0.0,40,10,1,7,High
295.22,0.0,0.0,20,11,1,7,High
295.34,0.0,0.0,20,12,1,7,High
296.03,0.0,0.0,75,13,1,7,High
296.33,0.0,0.0,56,14,1,7,High
296.92,0.0,0.0,56,15,1,7,High
296.5,0.0,0.0,56,16,1,7,High
296.74,0.0,0.0,80,17,1,7,High
296.46,0.0,0.0,12,18,1,7,High
295.74,0.0,0.0,12,19,1,7,Medium
294.92,0.0,0.0,8,20,1,7,Medium
293.7,0.0,0.0,8,21,1,7,Medium
292.34,0.0,0.0,8,22,1,7,Medium
291.73,0.0,0.0,64,23,1,7,Low
290.94,0.0,0.0,64,0,2,7,Low
290.34,0.0,0.0,64,1,2,7,Low
289.63,0.0,0.0,92,2,2,7,Low
289.08,0.0,0.0,92,3,2,7,Low
288.51,0.0,0.0,92,4,2,7,Low
287.27,0.0,0.0,24,5,2,7,Medium
287.11,0.0,0.0,24,6,2,7,High
288.2,0.0,0.0,24,7,2,7,High
290.12,0.0,0.0,44,8,2,7,High
291.53,0.0,0.0,75,9,2,7,High
292.66,0.0,0.0,1,10,2,7,High
294.61,0.0,0.0,8,11,2,7,High
295.89,0.0,0.0,8,12,2,7,High
296.39,0.0,0.0,8,13,2,7,High
297.15,0.0,0.0,40,14,2,7,High
298.25,0.0,0.0,8,15,2,7,High
298.66,0.0,0.0,90,16,2,7,High
298.74,0.0,0.0,24,17,2,7,High
298.59,0.0,0.0,24,18,2,7,High
298.24,0.0,0.0,24,19,2,7,Medium
297.0,0.0,0.0,0,20,2,7,Medium
295.18,0.0,0.0,0,21,2,7,Medium
292.64,0.0,0.0,0,22,2,7,Medium
291.94,0.0,0.0,0,23,2,7,Low
290.72,0.0,0.0,0,0,3,7,Low
290.32,0.0,0.0,0,1,3,7,Low
290.0,0.0,0.0,1,2,3,7,Low
290.06,0.0,0.0,0,3,3,7,Low
288.99,0.0,0.0,0,4,3,7,Low
287.98,0.0,0.0,0,5,3,7,Medium
288.15,0.0,0.0,0,6,3,7,High
290.5,0.0,0.0,0,7,3,7,High
292.04,0.0,0.0,36,8,3,7,High
294.45,0.0,0.0,36,9,3,7,High
296.52,0.0,0.0,1,10,3,7,High
298.8,0.0,0.0,44,11,3,7,High
299.79,0.0,0.0,44,12,3,7,High
300.98,0.0,0.0,44,13,3,7,High
301.37,0.0,0.0,68,14,3,7,High
301.61,0.0,0.0,68,15,3,7,High
301.4,0.0,0.0,1,16,3,7,High
301.59,0.0,0.0,88,17,3,7,High
300.82,0.0,0.0,88,18,3,7,High
300.23,0.0,0.0,88,19,3,7,Medium
299.57,0.0,0.0,80,20,3,7,Medium
298.5,0.0,0.0,80,21,3,7,Medium
298.05,0.0,0.0,80,22,3,7,Medium
297.33,0.0,0.0,76,23,3,7,Low
297.19,0.0,0.0,76,0,4,7,Low
296.46,0.0,0.0,76,1,4,7,Low
295.73,0.0,0.0,68,2,4,7,Low
295.7,0.0,0.0,68,3,4,7,Low
295.68,0.0,0.0,68,4,4,7,Low
295.68,0.0,0.0,68,4,4,7,Low
295.68,0.0,0.0,68,4,4,7,Low
295.12,0.0,0.0,88,5,4,7,Medium
295.12,0.0,0.0,88,5,4,7,Medium
293.11,0.3,0.0,88,7,4,7,High
293.11,0.3,0.0,88,7,4,7,High
292.56,8.4,0.0,92,8,4,7,High
292.56,8.4,0.0,92,8,4,7,High
292.56,8.4,0.0,92,8,4,7,High
292.67,9.9,0.0,92,9,4,7,High
292.67,9.9,0.0,92,9,4,7,High
292.67,9.9,0.0,92,9,4,7,High
292.67,9.9,0.0,92,9,4,7,High
292.44,1.8,0.0,92,10,4,7,High
292.44,1.8,0.0,92,10,4,7,High
292.44,1.8,0.0,92,10,4,7,High
293.8,0.0,0.0,92,11,4,7,High
295.32,0.0,0.0,92,12,4,7,High
295.32,0.0,0.0,92,12,4,7,High
297.13,0.0,0.0,92,13,4,7,High
298.37,0.0,0.0,92,14,4,7,High
299.14,0.0,0.0,92,15,4,7,High
299.14,0.0,0.0,92,16,4,7,High
299.46,0.0,0.0,88,17,4,7,High
299.89,0.0,0.0,88,18,4,7,High
299.78,0.0,0.0,88,19,4,7,Medium
299.42,0.0,0.0,88,20,4,7,Medium
297.72,0.0,0.0,88,21,4,7,Medium
296.94,0.0,0.0,75,22,4,7,Medium
296.15,0.0,0.0,88,23,4,7,Medium
295.84,0.0,0.0,88,0,5,7,Low
295.6,0.0,0.0,88,1,5,7,Low
295.6,0.0,0.0,88,1,5,7,Low
294.99,0.0,0.0,80,2,5,7,Low
294.51,0.0,0.0,80,3,5,7,Low
294.14,0.0,0.0,80,4,5,7,Low
294.14,0.0,0.0,80,4,5,7,Low
294.49,0.0,0.0,64,5,5,7,Low
294.49,0.0,0.0,64,5,5,7,Low
294.44,0.0,0.0,64,6,5,7,Low
294.86,0.0,0.0,92,7,5,7,Medium
294.74,0.0,0.0,76,8,5,7,Medium
294.74,0.0,0.0,76,8,5,7,Medium
295.47,0.0,0.0,76,9,5,7,Medium
295.47,0.0,0.0,76,9,5,7,Medium
295.95,0.0,0.0,76,10,5,7,Medium
295.95,0.0,0.0,76,10,5,7,Medium
296.57,0.0,0.0,92,11,5,7,High
296.57,0.0,0.0,92,11,5,7,High
296.57,0.0,0.0,92,11,5,7,High
297.22,0.0,0.0,92,12,5,7,High
297.22,0.0,0.0,92,12,5,7,High
296.68,0.3,0.0,92,13,5,7,High
295.37,0.6,0.0,92,14,5,7,High
295.37,0.6,0.0,92,14,5,7,High
295.37,0.6,0.0,92,14,5,7,High
295.37,0.6,0.0,92,14,5,7,High
295.03,0.6,0.0,92,15,5,7,High
295.03,0.6,0.0,92,15,5,7,High
295.24,0.0,0.0,92,16,5,7,High
295.96,0.0,0.0,92,17,5,7,High
296.85,0.0,0.0,88,18,5,7,High
297.15,0.0,0.0,1,19,5,7,Medium
296.4,0.0,0.0,1,20,5,7,Medium
294.9,0.0,0.0,92,21,5,7,Medium
293.81,0.0,0.0,92,22,5,7,Medium
292.74,0.0,0.0,0,23,5,7,Medium
292.48,0.0,0.0,0,0,6,7,Low
292.23,0.0,0.0,0,1,6,7,Low
292.11,0.0,0.0,44,2,6,7,Low
292.02,0.0,0.0,44,3,6,7,Low
291.39,0.0,0.0,44,4,6,7,Low
290.81,0.0,0.0,1,5,6,7,Low
289.85,0.0,0.0,1,6,6,7,Low
290.11,0.0,0.0,1,7,6,7,Low
290.98,0.0,0.0,1,8,6,7,Medium
292.15,0.0,0.0,1,9,6,7,Medium
293.65,0.0,0.0,1,10,6,7,Medium
294.65,0.0,0.0,1,11,6,7,High
295.87,0.0,0.0,0,12,6,7,High
296.02,0.0,0.0,0,13,6,7,High
296.98,0.0,0.0,44,14,6,7,High
297.03,0.0,0.0,75,15,6,7,High
297.15,0.0,0.0,40,16,6,7,High
297.49,0.0,0.0,0,17,6,7,High
297.19,0.0,0.0,0,18,6,7,Medium
296.62,0.0,0.0,0,19,6,7,Medium
295.38,0.0,0.0,12,20,6,7,Medium
293.52,0.0,0.0,12,21,6,7,Medium
292.28,0.0,0.0,12,22,6,7,Medium
291.16,0.0,0.0,12,23,6,7,Low
290.7,0.0,0.0,12,0,0,7,Low
290.98,0.0,0.0,90,1,0,7,Low
290.02,0.0,0.0,40,2,0,7,Low
289.22,0.0,0.0,40,3,0,7,Low
288.88,0.0,0.0,1,4,0,7,Low
288.53,0.0,0.0,90,5,0,7,Medium
288.66,0.0,0.0,90,6,0,7,High
288.78,0.0,0.0,90,7,0,7,High
289.72,0.0,0.0,75,8,0,7,High
289.22,0.0,0.0,44,9,0,7,High
289.35,0.0,0.0,44,10,0,7,High
289.37,0.0,0.0,75,11,0,7,High
290.25,0.0,0.0,90,13,0,7,High
290.5,0.0,0.0,75,15,0,7,High
290.22,0.0,0.0,90,16,0,7,High
290.29,0.0,0.0,90,17,0,7,High
289.77,0.0,0.0,90,18,0,7,High
288.78,0.0,0.0,90,19,0,7,Medium
287.52,0.0,0.0,90,20,0,7,Medium
287.52,0.0,0.0,90,20,0,7,Medium
287.27,0.0,0.0,90,21,0,7,Medium
287.14,0.0,0.0,75,22,0,7,Low
287.15,0.0,0.0,75,23,0,7,Low
286.65,0.0,0.0,90,0,1,7,Low
286.65,0.0,0.0,75,1,1,7,Low
286.89,0.0,0.0,90,2,1,7,Low
286.65,0.0,0.0,90,3,1,7,Low
286.28,0.0,0.0,40,4,1,7,Low
285.86,0.0,0.0,40,5,1,7,Medium
285.78,0.0,0.0,75,6,1,7,High
286.65,0.0,0.0,75,7,1,7,High
288.3,0.0,0.0,75,8,1,7,High
289.53,0.0,0.0,90,9,1,7,High
290.53,0.0,0.0,40,10,1,7,High
291.65,0.0,0.0,75,11,1,7,High
292.02,0.0,0.0,75,12,1,7,High
292.89,0.0,0.0,90,13,1,7,High
293.4,0.0,0.0,75,14,1,7,High
294.44,0.0,0.0,75,15,1,7,High
294.28,0.0,0.0,75,16,1,7,High
294.65,0.0,0.0,75,17,1,7,High
294.53,0.0,0.0,75,18,1,7,High
294.28,0.0,0.0,75,19,1,7,Medium
293.28,0.0,0.0,20,20,1,7,Medium
291.3,0.0,0.0,1,21,1,7,Medium
289.53,0.0,0.0,40,22,1,7,Medium
288.66,0.0,0.0,1,23,1,7,Low
287.53,0.0,0.0,1,0,2,7,Low
287.44,0.0,0.0,1,1,2,7,Low
286.91,0.0,0.0,1,2,2,7,Low
286.53,0.0,0.0,1,3,2,7,Low
286.04,0.0,0.0,1,4,2,7,Low
285.2,0.0,0.0,1,5,2,7,Medium
285.04,0.0,0.0,1,6,2,7,High
286.25,0.0,0.0,40,7,2,7,High
288.35,0.0,0.0,20,8,2,7,High
290.68,0.0,0.0,1,9,2,7,High
293.24,0.0,0.0,1,10,2,7,High
294.54,0.0,0.0,1,11,2,7,High
295.52,0.0,0.0,40,12,2,7,High
295.57,0.0,0.0,40,13,2,7,High
296.1,0.0,0.0,40,14,2,7,High
296.81,0.0,0.0,40,15,2,7,High
297.0,0.0,0.0,40,16,2,7,High
296.43,0.0,0.0,40,17,2,7,High
296.36,0.0,0.0,75,18,2,7,High
296.15,0.0,0.0,75,19,2,7,Medium
294.84,0.0,0.0,75,20,2,7,Medium
291.89,0.0,0.0,1,21,2,7,Medium
290.22,0.0,0.0,1,22,2,7,Medium
289.04,0.0,0.0,1,23,2,7,Low
288.68,0.0,0.0,1,0,3,7,Low
287.8,0.0,0.0,1,1,3,7,Low
287.24,0.25,0.0,1,2,3,7,Low
286.92,0.25,0.0,1,3,3,7,Low
286.86,0.0,0.0,1,4,3,7,Low
286.45,0.0,0.0,1,5,3,7,Medium
286.56,0.0,0.0,1,6,3,7,High
287.3,0.0,0.0,75,7,3,7,High
289.34,0.0,0.0,75,8,3,7,High
291.02,0.0,0.0,40,9,3,7,High
293.78,0.0,0.0,20,10,3,7,High
296.24,0.0,0.0,1,11,3,7,High
297.11,0.0,0.0,20,12,3,7,High
297.88,0.0,0.0,0,13,3,7,High
298.35,0.0,0.0,32,14,3,7,High
298.78,0.0,0.0,40,15,3,7,High
298.9,0.0,0.0,40,16,3,7,High
298.7,0.0,0.0,40,17,3,7,High
298.53,0.0,0.0,40,18,3,7,High
